collection_size;result_size
100;1907
100;5653
100;3
100;0
100;0
100;0
100;1
100;0
100;0
100;74
100;0
100;0
100;25
100;0
100;0
100;0
100;0
100;2
100;0
100;98
100;0
100;40
100;97
100;77
100;1
100;0
100;0
100;0
100;95
100;0
100;34
100;0
100;0
100;0
100;0
100;0
100;5
100;2
100;1
100;0
100;0
100;203
100;0
100;0
100;0
100;0
100;8
100;0
100;31
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;5
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;1
100;0
100;0
100;0
100;0
100;0
100;0
100;1
100;0
100;2
100;3
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;2
100;0
100;0
100;0
100;0
100;0
100;0
100;13
100;1
100;0
100;0
100;0
100;2
100;0
100;6
100;21
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;64
100;0
100;51
100;28
100;23
100;0
100;0
100;0
100;0
100;146
100;29
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;31
100;0
100;0
100;44
100;0
100;0
100;14
100;21
100;0
100;0
100;0
100;32
100;33
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;2
100;3
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;0
100;60
100;31
100;39
100;32
100;60
100;52
100;59
100;1532
100;566
100;402
100;925
100;804
100;346
100;515
100;520
100;1029
100;895
100;808
100;1083
100;1645
100;964
100;1460
100;1323
100;1473
100;1810
100;1059
100;1546
100;1505
100;911
100;615
100;947
100;922
100;928
100;481
100;610
100;805
100;1465
100;657
100;936
100;1415
100;1448
100;1492
100;1104
100;842
100;1656
100;1147
100;1106
100;1600
100;1474
100;14002
100;12496
100;9848
100;8028
100;7817
100;14579
100;10388
100;7926
100;5848
100;6894
100;9255
100;13587
100;6669
100;12925
100;7814
100;7019
100;5925
100;14320
100;11844
100;12453
100;23888
100;6706
100;7016
100;8974
100;7805
100;8835
100;9213
100;9481
100;8532
100;7997
100;6312
100;12156
100;11795
100;10043
100;9022
100;10523
100;16342
100;13680
100;10628
100;6454
100;8372
100;6833
100;9629
100;9073
100;7153
100;6858
100;7888
100;6914
100;10118
100;9599
100;13678
100;13613
100;13375
100;13879
100;7816
100;6993
100;8046
100;8610
100;14085
100;10487
100;13156
100;12984
100;13063
100;11170
100;9933
100;9295
100;11647
100;13262
100;15395
100;15803
100;13964
100;13543
100;13663
100;10756
100;14862
100;14129
100;14572
100;11198
100;15526
100;12051
100;15699
100;119847
100;119703
100;99465
100;190928
100;242373
100;199208
100;99630
100;100119
100;135526
100;164475
100;140793
100;78470
100;123680
100;109101
100;229833
100;238258
100;100096
100;131430
100;117146
100;172321
100;239548
100;210339
100;126448
100;166332
100;191907
100;135029
100;164632
100;145294
100;155080
100;133968
100;152667
100;130241
100;180114
100;206508
100;220794
100;196908
100;224778
100;238381
100;222332
100;143766
100;117405
100;213741
100;60
100;50
100;32
100;40
100;75
100;82
100;79
100;1100
100;840
100;1511
100;1108
100;1480
100;1324
100;1105
100;976
100;1924
100;742
100;1577
100;1463
100;1558
100;1240
100;2041
100;1250
100;1473
100;2384
100;1691
100;2253
100;1082
100;2447
100;1194
100;630
100;1087
100;1529
100;1550
100;1609
100;1066
100;1229
100;1189
100;1392
100;2594
100;1483
100;1155
100;1541
100;1571
100;1607
100;1408
100;1603
100;1265
100;1394
100;17841
100;17020
100;12801
100;18942
100;10446
100;28041
100;15122
100;16879
100;22177
100;31444
100;18240
100;33666
100;24513
100;17111
100;20242
100;11461
100;10510
100;24829
100;11825
100;20651
100;19318
100;15456
100;10473
100;19003
100;28639
100;18542
100;19721
100;19617
100;27494
100;22094
100;13300
100;16142
100;33692
100;22783
100;16515
100;12636
100;26120
100;23038
100;9996
100;13180
100;7987
100;22590
100;8956
100;19598
100;15683
100;25772
100;10430
100;25040
100;25462
100;20323
100;11390
100;32777
100;50717
100;31529
100;10502
100;17925
100;8796
100;28407
100;24055
100;47625
100;22547
100;22137
100;27887
100;25829
100;16415
100;14837
100;18514
100;16658
100;33968
100;28942
100;21384
100;22153
100;37670
100;16299
100;22788
100;29913
100;31478
100;35116
100;14853
100;20423
100;21736
100;187774
100;343404
